"EmriKandidatit","Data","NrLike","NrReaction","NrKomenteve","NrShare","nrPosteve","Partia","Komuna"
"1940058396319659","2017-10-02","0","0","0","0","0","PDK","Obiliq"
"voto47","2017-10-02","0","0","0","0","0","LDK","Rahovec"
"FatmirRashitiVoto54","2017-10-02","0","0","0","0","0","KP","Shtime"
"gradonacelnikjablanovic","2017-10-02","0","0","0","0","0","PKS","Leposaviq"
"AjetPotera2017","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"BekimHamezJashari","2017-10-02","0","0","0","0","0","KP","Skenderaj"
"xhafertahiriofficial","2017-10-02","0","0","0","0","0","LDK","Vushtrri"
"222542211233814","2017-10-02","0","0","0","0","0","AAK","Junik"
"asllanajsali","2017-10-02","0","0","0","0","0","LDK","SuharekÃ«"
"Zenunelezaj1963","2017-10-02","0","0","0","0","0","AAK","KlinÃ«"
"Agim.Bahtirii","2017-10-02","0","0","0","0","0","AKR","Mitrovica"
"pdkmalisheva","2017-10-02","0","0","0","0","0","PDK","MalishevÃ«"
"mhaskukaa","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"BurimBerishaOfficial","2017-10-02","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"Dr.IdrizVehapi","2017-10-02","0","0","0","0","0","PDK","Rahovec"
"xhemajlajisa","2017-10-02","0","0","0","0","0","NISMA","Drenas"
"310775596061589","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"ShkelqimMJakupi","2017-10-02","0","0","0","0","0","LDK","KaÃ§anik"
"ardiangjiniaak","2017-10-02","0","0","0","0","0","AAK","Gjakova"
"selimshabanldk47","2017-10-02","0","0","0","0","0","LDK","Shtime"
"LVVKline","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"hazirilutfi","2017-10-02","0","0","0","0","0","LDK","Gjilan"
"Agron.Avdijaj10","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"AgimAliuPDK94","2017-10-02","0","0","0","0","0","PDK","Ferizaj"
"RexhepKadriu.rks","2017-10-02","0","0","0","0","0","AAK","Gjilan"
"selimpacolliofficial","2017-10-02","0","0","0","0","0","AKR","Prishtina"
"safetkamberipermitrovicen","2017-10-02","0","0","0","0","0","LDK","Mitrovica"
"SelatinRetkoceriVV","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"gazmuhaxheri","2017-10-02","0","0","0","0","0","LDK","Peja"
"RamadanHotii","2017-10-02","0","0","0","0","0","PDK","Gjakova"
"SmajlLatifi50","2017-10-02","0","0","0","0","0","AAK","Rahovec"
"ProfDrBeqirSadikaj","2017-10-02","0","0","0","0","0","PDK","Istog"
"KTAP.KOSOVA","2017-10-02","0","0","0","0","0","KTAP","Mamusha"
"BesimIlaziPDK","2017-10-02","0","0","0","0","0","PDK","KaÃ§anik"
"491857897815166","2017-10-02","0","0","0","0","0","PDK","PodujevÃ«"
"XhaferGashiPerObiliq","2017-10-02","0","0","0","0","0","AAK","Obiliq"
"505468136208097","2017-10-02","0","0","0","0","0","LDK","Istog"
"sokolihaliti.official","2017-10-02","0","0","0","0","0","LDK","Viti"
"DrHatimBaxhaku","2017-10-02","0","0","0","0","0","LDK","Prizren"
"QendronKastrati10","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"533546846720711","2017-10-02","0","0","0","0","0","NISMA","MalishevÃ«"
"ShpendAhmetii","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"HajrushKurtajOfficial","2017-10-02","0","0","0","0","0","AAK","KaÃ§anik"
"548957518774900","2017-10-02","0","0","0","0","0","PDK","FushÃ« KosovÃ«"
"pdknaimismajli","2017-10-02","0","0","0","0","0","PDK","Shtime"
"ldkjunikfaqjazyrtare","2017-10-02","0","0","0","0","0","LDK","Junik"
"bnurboja","2017-10-02","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"ZenunPajazitiOfficial","2017-10-02","0","0","0","0","0","PDK","Gjilan"
"abrashiarban","2017-10-02","0","0","0","0","0","LDK","Prishtina"
"IsmetHajrullahuPDK","2017-10-02","0","0","0","0","0","PDK","Lipjan"
"AgimVeliu","2017-10-02","0","0","0","0","0","LDK","PodujevÃ«"
"muharremsvarqazyrtare","2017-10-02","0","0","0","0","0","LDK","Ferizaj"
"910656602314125","2017-10-02","0","0","0","0","0","LDK","Sharr"
"101664896548627","2017-10-01","0","0","0","0","0","LDK","Obiliq"
"lulzimkabashi.ak","2017-10-01","0","0","0","0","0","AAK","Prizren"
"vllahiuarber","2017-10-01","0","0","0","0","0","AAK","Prishtina"
"aaksuharekeofficial","2017-10-01","0","0","0","0","0","AAK","SuharekÃ«"
"vetevendosjekastriot","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"salihsalihu19","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"mal.lokaj1","2017-10-01","0","0","0","0","0","LDK","DeÃ§an"
"shaqirtotaj","2017-10-01","0","0","0","0","0","PDK","Prizren"
"130664660988134","2017-10-01","0","0","0","0","0","SL","Mitrovica Veriore"
"besimhotikline","2017-10-01","0","0","0","0","0","LDK","KlinÃ«"
"BlerandKadrijajofficial","2017-10-01","0","0","0","0","0","PDK","DeÃ§an"
"validrizi","2017-10-01","0","0","0","0","0","PDK","Mitrovica"
"BlerimiperSuhareke","2017-10-01","0","0","0","0","0","PDK","SuharekÃ«"
"BashotaSokol","2017-10-01","0","0","0","0","0","PDK","KlinÃ«"
"fatmirgashipeje","2017-10-01","0","0","0","0","0","AAK","Peja"
"LvvKacanik","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LirakCelaj.ks","2017-10-01","0","0","0","0","0","PDK","Prishtina"
"zekesinanajdecan","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1471112073125298","2017-10-01","0","0","0","0","0","AKR","Skenderaj"
"XhavitZariqiOfficial","2017-10-01","0","0","0","0","0","AAK","Ferizaj"
"mimozakusari","2017-10-01","0","0","0","0","0","ALT","Gjakova"
"1555763194717660","2017-10-01","0","0","0","0","0","AAK","Istog"
"CaushiDriton","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"imri.ahmeti","2017-10-01","0","0","0","0","0","LDK","Lipjan"
"sabihashalaofficial","2017-10-01","0","0","0","0","0","PDK","Peja"
"pdkdegaviti","2017-10-01","0","0","0","0","0","PDK","Viti"
"FatonTopalli2017","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"VVMalisheva","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"ramizlladrovci","2017-10-01","0","0","0","0","0","PDK","Drenas"
"1891305244219623","2017-10-01","0","0","0","0","0","AAK","DeÃ§an"
"oliverivanovickos","2017-10-01","0","0","0","0","0","IQ","Mitrovica Veriore"
"1914605832085405","2017-10-01","0","0","0","0","0","SL","Partesh"
"SamiKurteshi13","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"1934481086825941","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","SuharekÃ«"
"KryetarFehmiFerati","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"feritidrizii","2017-10-01","0","0","0","0","0","PDK","Vushtrri"
"1940058396319659","2017-10-01","0","0","0","0","0","PDK","Obiliq"
"voto47","2017-10-01","0","0","0","0","0","LDK","Rahovec"
"FatmirRashitiVoto54","2017-10-01","0","0","0","0","0","KP","Shtime"
"gradonacelnikjablanovic","2017-10-01","0","0","0","0","0","PKS","Leposaviq"
"AjetPotera2017","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"BekimHamezJashari","2017-10-01","0","0","0","0","0","KP","Skenderaj"
"xhafertahiriofficial","2017-10-01","0","0","0","0","0","LDK","Vushtrri"
"222542211233814","2017-10-01","0","0","0","0","0","AAK","Junik"
"asllanajsali","2017-10-01","0","0","0","0","0","LDK","SuharekÃ«"
"Zenunelezaj1963","2017-10-01","0","0","0","0","0","AAK","KlinÃ«"
"Agim.Bahtirii","2017-10-01","0","0","0","0","0","AKR","Mitrovica"
"pdkmalisheva","2017-10-01","0","0","0","0","0","PDK","MalishevÃ«"
"mhaskukaa","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"BurimBerishaOfficial","2017-10-01","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"Dr.IdrizVehapi","2017-10-01","0","0","0","0","0","PDK","Rahovec"
"xhemajlajisa","2017-10-01","0","0","0","0","0","NISMA","Drenas"
"310775596061589","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"ShkelqimMJakupi","2017-10-01","0","0","0","0","0","LDK","KaÃ§anik"
"ardiangjiniaak","2017-10-01","0","0","0","0","0","AAK","Gjakova"
"selimshabanldk47","2017-10-01","0","0","0","0","0","LDK","Shtime"
"LVVKline","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"hazirilutfi","2017-10-01","0","0","0","0","0","LDK","Gjilan"
"Agron.Avdijaj10","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"AgimAliuPDK94","2017-10-01","0","0","0","0","0","PDK","Ferizaj"
"RexhepKadriu.rks","2017-10-01","0","0","0","0","0","AAK","Gjilan"
"selimpacolliofficial","2017-10-01","0","0","0","0","0","AKR","Prishtina"
"safetkamberipermitrovicen","2017-10-01","0","0","0","0","0","LDK","Mitrovica"
"SelatinRetkoceriVV","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"gazmuhaxheri","2017-10-01","0","0","0","0","0","LDK","Peja"
"RamadanHotii","2017-10-01","0","0","0","0","0","PDK","Gjakova"
"SmajlLatifi50","2017-10-01","0","0","0","0","0","AAK","Rahovec"
"ProfDrBeqirSadikaj","2017-10-01","0","0","0","0","0","PDK","Istog"
"KTAP.KOSOVA","2017-10-01","0","0","0","0","0","KTAP","Mamusha"
"BesimIlaziPDK","2017-10-01","0","0","0","0","0","PDK","KaÃ§anik"
"491857897815166","2017-10-01","0","0","0","0","0","PDK","PodujevÃ«"
"XhaferGashiPerObiliq","2017-10-01","0","0","0","0","0","AAK","Obiliq"
"505468136208097","2017-10-01","0","0","0","0","0","LDK","Istog"
"sokolihaliti.official","2017-10-01","0","0","0","0","0","LDK","Viti"
"DrHatimBaxhaku","2017-10-01","0","0","0","0","0","LDK","Prizren"
"QendronKastrati10","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"533546846720711","2017-10-01","0","0","0","0","0","NISMA","MalishevÃ«"
"ShpendAhmetii","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"HajrushKurtajOfficial","2017-10-01","0","0","0","0","0","AAK","KaÃ§anik"
"548957518774900","2017-10-01","0","0","0","0","0","PDK","FushÃ« KosovÃ«"
"pdknaimismajli","2017-10-01","0","0","0","0","0","PDK","Shtime"
"ldkjunikfaqjazyrtare","2017-10-01","0","0","0","0","0","LDK","Junik"
"bnurboja","2017-10-01","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"ZenunPajazitiOfficial","2017-10-01","0","0","0","0","0","PDK","Gjilan"
"abrashiarban","2017-10-01","0","0","0","0","0","LDK","Prishtina"
"IsmetHajrullahuPDK","2017-10-01","0","0","0","0","0","PDK","Lipjan"
"AgimVeliu","2017-10-01","0","0","0","0","0","LDK","PodujevÃ«"
"muharremsvarqazyrtare","2017-10-01","0","0","0","0","0","LDK","Ferizaj"
"910656602314125","2017-10-01","0","0","0","0","0","LDK","Sharr"
"1555763194717660","2017-11-05","230","236","31","24","1","AAK","Istog"
"1914605832085405","2017-11-05","25","25","0","0","1","SL","Partesh"
"222542211233814","2017-11-05","171","171","7","0","2","AAK","Junik"
"abrashiarban","2017-11-05","3812","3838","73","126","6","LDK","Prishtina"
"Agim.Bahtirii","2017-11-05","172","176","16","0","1","AKR","Mitrovica"
"AgimAliuPDK94","2017-11-05","541","541","1","7","1","PDK","Ferizaj"
"AgimVeliu","2017-11-05","268","270","13","23","1","LDK","PodujevÃ«"
"Dr.IdrizVehapi","2017-11-05","148","148","1","3","1","PDK","Rahovec"
"FatmirRashitiVoto54","2017-11-05","142","168","165","19","1","KP","Shtime"
"LVVKline","2017-11-05","9","9","0","0","1","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"mimozakusari","2017-11-05","253","256","2","0","2","ALT","Gjakova"
"muharremsvarqazyrtare","2017-11-05","913","919","30","40","1","LDK","Ferizaj"
"pdkmalisheva","2017-11-05","63","63","2","6","3","PDK","MalishevÃ«"
"pdknaimismajli","2017-11-05","465","465","25","12","3","PDK","Shtime"
"RexhepKadriu.rks","2017-11-05","51","51","0","0","1","AAK","Gjilan"
"shaqirtotaj","2017-11-05","698","700","6","3","3","PDK","Prizren"
"validrizi","2017-11-05","842","846","15","26","4","PDK","Mitrovica"
"xhafertahiriofficial","2017-11-05","319","322","8","23","1","LDK","Vushtrri"
"101664896548627","2017-11-05","0","0","0","0","0","LDK","Obiliq"
"lulzimkabashi.ak","2017-11-05","0","0","0","0","0","AAK","Prizren"
"vllahiuarber","2017-11-05","0","0","0","0","0","AAK","Prishtina"
"aaksuharekeofficial","2017-11-05","0","0","0","0","0","AAK","SuharekÃ«"
"vetevendosjekastriot","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"salihsalihu19","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"mal.lokaj1","2017-11-05","0","0","0","0","0","LDK","DeÃ§an"
"130664660988134","2017-11-05","0","0","0","0","0","SL","Mitrovica Veriore"
"besimhotikline","2017-11-05","0","0","0","0","0","LDK","KlinÃ«"
"BlerandKadrijajofficial","2017-11-05","0","0","0","0","0","PDK","DeÃ§an"
"BlerimiperSuhareke","2017-11-05","0","0","0","0","0","PDK","SuharekÃ«"
"BashotaSokol","2017-11-05","0","0","0","0","0","PDK","KlinÃ«"
"fatmirgashipeje","2017-11-05","0","0","0","0","0","AAK","Peja"
"LvvKacanik","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"LirakCelaj.ks","2017-11-05","0","0","0","0","0","PDK","Prishtina"
"zekesinanajdecan","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1471112073125298","2017-11-05","0","0","0","0","0","AKR","Skenderaj"
"XhavitZariqiOfficial","2017-11-05","0","0","0","0","0","AAK","Ferizaj"
"CaushiDriton","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"imri.ahmeti","2017-11-05","0","0","0","0","0","LDK","Lipjan"
"sabihashalaofficial","2017-11-05","0","0","0","0","0","PDK","Peja"
"pdkdegaviti","2017-11-05","0","0","0","0","0","PDK","Viti"
"FatonTopalli2017","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"VVMalisheva","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"ramizlladrovci","2017-11-05","0","0","0","0","0","PDK","Drenas"
"1891305244219623","2017-11-05","0","0","0","0","0","AAK","DeÃ§an"
"oliverivanovickos","2017-11-05","0","0","0","0","0","IQ","Mitrovica Veriore"
"SamiKurteshi13","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"1934481086825941","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","SuharekÃ«"
"KryetarFehmiFerati","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"feritidrizii","2017-11-05","0","0","0","0","0","PDK","Vushtrri"
"1940058396319659","2017-11-05","0","0","0","0","0","PDK","Obiliq"
"voto47","2017-11-05","0","0","0","0","0","LDK","Rahovec"
"gradonacelnikjablanovic","2017-11-05","0","0","0","0","0","PKS","Leposaviq"
"AjetPotera2017","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"BekimHamezJashari","2017-11-05","0","0","0","0","0","KP","Skenderaj"
"asllanajsali","2017-11-05","0","0","0","0","0","LDK","SuharekÃ«"
"Zenunelezaj1963","2017-11-05","0","0","0","0","0","AAK","KlinÃ«"
"kdtp.rks","2017-11-05","0","0","0","0","0","KDTP","Mamusha"
"mhaskukaa","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"BurimBerishaOfficial","2017-11-05","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"xhemajlajisa","2017-11-05","0","0","0","0","0","NISMA","Drenas"
"310775596061589","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"ShkelqimMJakupi","2017-11-05","0","0","0","0","0","LDK","KaÃ§anik"
"ardiangjiniaak","2017-11-05","0","0","0","0","0","AAK","Gjakova"
"selimshabanldk47","2017-11-05","0","0","0","0","0","LDK","Shtime"
"hazirilutfi","2017-11-05","0","0","0","0","0","LDK","Gjilan"
"Agron.Avdijaj10","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"selimpacolliofficial","2017-11-05","0","0","0","0","0","AKR","Prishtina"
"safetkamberipermitrovicen","2017-11-05","0","0","0","0","0","LDK","Mitrovica"
"SelatinRetkoceriVV","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"gazmuhaxheri","2017-11-05","0","0","0","0","0","LDK","Peja"
"RamadanHotii","2017-11-05","0","0","0","0","0","PDK","Gjakova"
"SmajlLatifi50","2017-11-05","0","0","0","0","0","AAK","Rahovec"
"ProfDrBeqirSadikaj","2017-11-05","0","0","0","0","0","PDK","Istog"
"KTAP.KOSOVA","2017-11-05","0","0","0","0","0","KTAP","Mamusha"
"BesimIlaziPDK","2017-11-05","0","0","0","0","0","PDK","KaÃ§anik"
"491857897815166","2017-11-05","0","0","0","0","0","PDK","PodujevÃ«"
"XhaferGashiPerObiliq","2017-11-05","0","0","0","0","0","AAK","Obiliq"
"505468136208097","2017-11-05","0","0","0","0","0","LDK","Istog"
"sokolihaliti.official","2017-11-05","0","0","0","0","0","LDK","Viti"
"DrHatimBaxhaku","2017-11-05","0","0","0","0","0","LDK","Prizren"
"QendronKastrati10","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"533546846720711","2017-11-05","0","0","0","0","0","NISMA","MalishevÃ«"
"ShpendAhmetii","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"HajrushKurtajOfficial","2017-11-05","0","0","0","0","0","AAK","KaÃ§anik"
"548957518774900","2017-11-05","0","0","0","0","0","PDK","FushÃ« KosovÃ«"
"ldkjunikfaqjazyrtare","2017-11-05","0","0","0","0","0","LDK","Junik"
"bnurboja","2017-11-05","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"ZenunPajazitiOfficial","2017-11-05","0","0","0","0","0","PDK","Gjilan"
"IsmetHajrullahuPDK","2017-11-05","0","0","0","0","0","PDK","Lipjan"
"910656602314125","2017-11-05","0","0","0","0","0","LDK","Sharr"
"101664896548627","2017-11-04","57","57","7","5","1","LDK","Obiliq"
"1914605832085405","2017-11-04","34","34","5","2","1","SL","Partesh"
"abrashiarban","2017-11-04","4222","4240","127","60","5","LDK","Prishtina"
"Agim.Bahtirii","2017-11-04","719","759","135","0","3","AKR","Mitrovica"
"AgimVeliu","2017-11-04","714","724","9","31","2","LDK","PodujevÃ«"
"AjetPotera2017","2017-11-04","111","112","2","1","2","LÃ«vizja VETÃ‹VENDOSJE!","PodujevÃ«"
"BashotaSokol","2017-11-04","307","307","3","3","1","PDK","KlinÃ«"
"Dr.IdrizVehapi","2017-11-04","160","160","0","3","1","PDK","Rahovec"
"FatmirRashitiVoto54","2017-11-04","435","436","8","2","2","KP","Shtime"
"hazirilutfi","2017-11-04","204","204","1","9","1","LDK","Gjilan"
"imri.ahmeti","2017-11-04","527","528","10","29","1","LDK","Lipjan"
"LvvKacanik","2017-11-04","15","15","0","0","1","LÃ«vizja VETÃ‹VENDOSJE!","KaÃ§anik"
"mhaskukaa","2017-11-04","655","696","23","41","2","LÃ«vizja VETÃ‹VENDOSJE!","Prizren"
"mimozakusari","2017-11-04","429","437","47","12","1","ALT","Gjakova"
"pdknaimismajli","2017-11-04","523","523","8","9","2","PDK","Shtime"
"shaqirtotaj","2017-11-04","194","196","4","1","1","PDK","Prizren"
"ShpendAhmetii","2017-11-04","2278","2373","65","51","3","LÃ«vizja VETÃ‹VENDOSJE!","Prishtina"
"SmajlLatifi50","2017-11-04","109","113","18","8","1","AAK","Rahovec"
"validrizi","2017-11-04","1180","1190","34","14","5","PDK","Mitrovica"
"VVMalisheva","2017-11-04","15","16","2","0","1","LÃ«vizja VETÃ‹VENDOSJE!","MalishevÃ«"
"xhemajlajisa","2017-11-04","29","29","2","5","1","NISMA","Drenas"
"Zenunelezaj1963","2017-11-04","454","455","13","8","1","AAK","KlinÃ«"
"lulzimkabashi.ak","2017-11-04","0","0","0","0","0","AAK","Prizren"
"vllahiuarber","2017-11-04","0","0","0","0","0","AAK","Prishtina"
"aaksuharekeofficial","2017-11-04","0","0","0","0","0","AAK","SuharekÃ«"
"vetevendosjekastriot","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Obiliq"
"salihsalihu19","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Viti"
"mal.lokaj1","2017-11-04","0","0","0","0","0","LDK","DeÃ§an"
"130664660988134","2017-11-04","0","0","0","0","0","SL","Mitrovica Veriore"
"besimhotikline","2017-11-04","0","0","0","0","0","LDK","KlinÃ«"
"BlerandKadrijajofficial","2017-11-04","0","0","0","0","0","PDK","DeÃ§an"
"BlerimiperSuhareke","2017-11-04","0","0","0","0","0","PDK","SuharekÃ«"
"fatmirgashipeje","2017-11-04","0","0","0","0","0","AAK","Peja"
"LirakCelaj.ks","2017-11-04","0","0","0","0","0","PDK","Prishtina"
"zekesinanajdecan","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","DeÃ§an"
"1471112073125298","2017-11-04","0","0","0","0","0","AKR","Skenderaj"
"XhavitZariqiOfficial","2017-11-04","0","0","0","0","0","AAK","Ferizaj"
"1555763194717660","2017-11-04","0","0","0","0","0","AAK","Istog"
"CaushiDriton","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjakova"
"sabihashalaofficial","2017-11-04","0","0","0","0","0","PDK","Peja"
"pdkdegaviti","2017-11-04","0","0","0","0","0","PDK","Viti"
"FatonTopalli2017","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Ferizaj"
"ramizlladrovci","2017-11-04","0","0","0","0","0","PDK","Drenas"
"1891305244219623","2017-11-04","0","0","0","0","0","AAK","DeÃ§an"
"oliverivanovickos","2017-11-04","0","0","0","0","0","IQ","Mitrovica Veriore"
"SamiKurteshi13","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Gjilan"
"1934481086825941","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","SuharekÃ«"
"KryetarFehmiFerati","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Mitrovica"
"feritidrizii","2017-11-04","0","0","0","0","0","PDK","Vushtrri"
"1940058396319659","2017-11-04","0","0","0","0","0","PDK","Obiliq"
"voto47","2017-11-04","0","0","0","0","0","LDK","Rahovec"
"gradonacelnikjablanovic","2017-11-04","0","0","0","0","0","PKS","Leposaviq"
"BekimHamezJashari","2017-11-04","0","0","0","0","0","KP","Skenderaj"
"xhafertahiriofficial","2017-11-04","0","0","0","0","0","LDK","Vushtrri"
"222542211233814","2017-11-04","0","0","0","0","0","AAK","Junik"
"asllanajsali","2017-11-04","0","0","0","0","0","LDK","SuharekÃ«"
"kdtp.rks","2017-11-04","0","0","0","0","0","KDTP","Mamusha"
"pdkmalisheva","2017-11-04","0","0","0","0","0","PDK","MalishevÃ«"
"BurimBerishaOfficial","2017-11-04","0","0","0","0","0","LDK","FushÃ« KosovÃ«"
"310775596061589","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Vushtrri"
"ShkelqimMJakupi","2017-11-04","0","0","0","0","0","LDK","KaÃ§anik"
"ardiangjiniaak","2017-11-04","0","0","0","0","0","AAK","Gjakova"
"selimshabanldk47","2017-11-04","0","0","0","0","0","LDK","Shtime"
"LVVKline","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","KlinÃ«"
"Agron.Avdijaj10","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Istog"
"AgimAliuPDK94","2017-11-04","0","0","0","0","0","PDK","Ferizaj"
"RexhepKadriu.rks","2017-11-04","0","0","0","0","0","AAK","Gjilan"
"selimpacolliofficial","2017-11-04","0","0","0","0","0","AKR","Prishtina"
"safetkamberipermitrovicen","2017-11-04","0","0","0","0","0","LDK","Mitrovica"
"SelatinRetkoceriVV","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Lipjan"
"gazmuhaxheri","2017-11-04","0","0","0","0","0","LDK","Peja"
"RamadanHotii","2017-11-04","0","0","0","0","0","PDK","Gjakova"
"ProfDrBeqirSadikaj","2017-11-04","0","0","0","0","0","PDK","Istog"
"KTAP.KOSOVA","2017-11-04","0","0","0","0","0","KTAP","Mamusha"
"BesimIlaziPDK","2017-11-04","0","0","0","0","0","PDK","KaÃ§anik"
"491857897815166","2017-11-04","0","0","0","0","0","PDK","PodujevÃ«"
"XhaferGashiPerObiliq","2017-11-04","0","0","0","0","0","AAK","Obiliq"
"505468136208097","2017-11-04","0","0","0","0","0","LDK","Istog"
"sokolihaliti.official","2017-11-04","0","0","0","0","0","LDK","Viti"
"DrHatimBaxhaku","2017-11-04","0","0","0","0","0","LDK","Prizren"
"QendronKastrati10","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Kamenica"
"533546846720711","2017-11-04","0","0","0","0","0","NISMA","MalishevÃ«"
"HajrushKurtajOfficial","2017-11-04","0","0","0","0","0","AAK","KaÃ§anik"
"548957518774900","2017-11-04","0","0","0","0","0","PDK","FushÃ« KosovÃ«"
"ldkjunikfaqjazyrtare","2017-11-04","0","0","0","0","0","LDK","Junik"
"bnurboja","2017-11-04","0","0","0","0","0","LÃ«vizja VETÃ‹VENDOSJE!","Peja"
"ZenunPajazitiOfficial","2017-11-04","0","0","0","0","0","PDK","Gjilan"
"IsmetHajrullahuPDK","2017-11-04","0","0","0","0","0","PDK","Lipjan"
"muharremsvarqazyrtare","2017-11-04","0","0","0","0","0","LDK","Ferizaj"
